"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Category__c"
"a1UWD000005tIeB2AU","false","CLA-BD-0001818","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iFGm2AM","","HVAC","","180.0","","","0.0","","","0.0","","","1mblcygaxd64ioxdjx","Hard cost"
"a1UWD000005tIeC2AU","false","CLA-BD-0001819","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iFGm2AM","","Architectural & Engineering","","2.0","","","0.0","","","0.0","","","1qzf3txc45cp1q084l","Soft cost"
"a1UWD000005tIeD2AU","false","CLA-BD-0001820","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iFGn2AM","","Insulation","","190.0","","","0.0","","","0.0","","","1r3u13md22mtywk87p","Hard cost"
"a1UWD000005tIeE2AU","false","CLA-BD-0001821","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxo2AE","85000.0","Tile & Carpet","","230.0","","","0.0","100.0","5.6667","85000.0","","","1u773ylypqs3p21s5c",""
"a1UWD000005tIeF2AU","false","CLA-BD-0001822","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxZ2AU","64100.0","Framing & Trusses","","60.0","","","0.0","100.0","4.2733","64100.0","","0.0","1xzk3aoi3l1xo8lmdd","Hard cost"
"a1UWD000005tIeG2AU","false","CLA-BD-0001823","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxs2AE","1200.0","Permits / Fees","","10.0","0.0","","75.0","25.0","0.0649","300.0","","900.0","246l4or91vsp542g7o",""
"a1UWD000005tIeH2AU","false","CLA-BD-0001824","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxZ2AU","","Siding","","130.0","","","0.0","","0.0","0.0","","","25z4m1wwon3cak9y56","Hard cost"
"a1UWD000005tIeI2AU","false","CLA-BD-0001825","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iFGk2AM","","Offsite Expenses","","30.0","","","0.0","","0.0","0.0","","","26jct880ewup6v8lol","Land cost"
"a1UWD000005tIeJ2AU","false","CLA-BD-0001826","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxa2AE","12000.0","Asphalt / Driveway","","270.0","","","0.0","100.0","0.8","12000.0","","","26s62nn1nlfk50v6bo",""
"a1UWD000005tIeK2AU","false","CLA-BD-0001827","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxs2AE","","Electrical","","160.0","","","0.0","","0.0","0.0","","","28a4d40tnuolc27o5b",""
"a1UWD000005tIeL2AU","false","CLA-BD-0001828","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxZ2AU","","Landscaping","","250.0","","","0.0","","0.0","0.0","","","2b51z8zb7apd2fhz5q","Hard cost"
"a1UWD000005tIeM2AU","false","CLA-BD-0001829","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxp2AE","","Tile & Carpet","","230.0","","","0.0","","0.0","0.0","","","2b8b2vb1s4zch845b3",""
"a1UWD000005tIeN2AU","false","CLA-BD-0001830","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxZ2AU","","Title Insurance/Recording","","7.0","","","0.0","","0.0","0.0","","","2kcz9xfo8yz87ysln1","Soft cost"
"a1UWD000005tIeO2AU","false","CLA-BD-0001831","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iFGm2AM","","Exterior Doors","","90.0","","","0.0","","","0.0","","","2vhlgv4im1tjt6209z","Hard cost"
"a1UWD000005tIeP2AU","false","CLA-BD-0001832","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iFGm2AM","2600.0","Taxes","","310.0","","","0.0","100.0","","2600.0","","","2vkt443rn29ildhpza","Soft cost"
"a1UWD000005tIeQ2AU","false","CLA-BD-0001833","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxs2AE","1800.0","Insurance","","330.0","","","0.0","100.0","0.0973","1800.0","","","2xhepsbgfdlblvzgui",""
"a1UWD000005tIeR2AU","false","CLA-BD-0001834","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iFGk2AM","","Contingency - Hard Costs","","400.0","","","0.0","","0.0","0.0","","","31kmos82hblfc49esb","Hard cost"
"a1UWD000005tIeS2AU","false","CLA-BD-0001835","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","005al00000RVvFOAA1","2026-07-20T18:19:12.000Z","","","","a1WWD000002iGxq2AE","","Electrical","","205.0","","","0.0","","","0.0","","","32jh5hq5xkdbuljkqq","Hard cost"
"a1UWD000005tIfl2AE","false","CLA-BD-0001836","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGxq2AE","2300.0","Taxes","","507.0","","","0.0","100.0","","2300.0","","","3584t7ziq376p5yp87","Soft cost"
"a1UWD000005tIfm2AE","false","CLA-BD-0001837","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGxp2AE","900.0","Impact Fees","","20.0","","","0.0","100.0","0.036","900.0","","","36pv41dzuvcbdvhbeg",""
"a1UWD000005tIfn2AE","false","CLA-BD-0001838","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGxZ2AU","","Tile & Carpet","","230.0","","","0.0","","0.0","0.0","","","39w6f0bbi19hqlw6z7","Hard cost"
"a1UWD000005tIfo2AE","false","CLA-BD-0001839","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGxp2AE","800.0","Water & Sewer Inspection","","30.0","0.0","","100.0","0.0","0.032","0.0","","800.0","3byj4lren2ag1dksm0",""
"a1UWD000005tIfp2AE","false","CLA-BD-0001840","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGxZ2AU","","Drywall","","200.0","","","0.0","","0.0","0.0","","","3jspuk7j9vg24pdox7","Hard cost"
"a1UWD000005tIfq2AE","false","CLA-BD-0001841","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iFGm2AM","","Sheathing","","70.0","","","0.0","","","0.0","","","3o1bry7q4cjktfc5hf","Hard cost"
"a1UWD000005tIfr2AE","false","CLA-BD-0001842","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iFGm2AM","800.0","Water & Sewer Inspection","","30.0","","","0.0","100.0","","800.0","","","3pjcpr6fln7nr3dine","Soft cost"
"a1UWD000005tIfs2AE","false","CLA-BD-0001843","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iFGk2AM","215000.0","Steel","","50.0","","","0.0","100.0","14.3333","215000.0","","0.0","3tl8puv1h1t465kx6d","Hard cost"
"a1UWD000005tIft2AE","false","CLA-BD-0001844","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iFGk2AM","35000.0","Reserves","","10.0","","","0.0","100.0","2.3333","35000.0","","0.0","40lf47p1or5ilnt8te","Interest reserve"
"a1UWD000005tIfu2AE","false","CLA-BD-0001845","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwC2AU","0.0","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","0.0","0.0","","","42003800543953596",""
"a1UWD000005tIfv2AE","false","CLA-BD-0001846","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw82AE","0.0","Fire Sprinkler Service","","38.0","","","0.0","0.0","","0.0","","","42006179628680453",""
"a1UWD000005tIfw2AE","false","CLA-BD-0001847","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw52AE","0.0","Hydraulic Elevators","","24.0","","","0.0","0.0","","0.0","","","42007030948151132",""
"a1UWD000005tIfx2AE","false","CLA-BD-0001848","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw72AE","0.0","H.V.A.C. System","","74.0","","","0.0","0.0","","0.0","","","42008526340204509",""
"a1UWD000005tIfy2AE","false","CLA-BD-0001849","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw92AE","0.0","Landscaping","","3.0","","","0.0","0.0","","0.0","","","42008886009401468",""
"a1UWD000005tIfz2AE","false","CLA-BD-0001850","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw42AE","0.0","Wood Doors","","56.0","","","0.0","0.0","0.0","0.0","","","42010236927702882",""
"a1UWD000005tIg02AE","false","CLA-BD-0001851","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw32AE","0.0","Masonry/Building","","52.0","","","0.0","0.0","0.0","0.0","","","42011428190945228",""
"a1UWD000005tIg12AE","false","CLA-BD-0001852","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwE2AU","0.0","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","42012252656625286",""
"a1UWD000005tIg22AE","false","CLA-BD-0001853","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwC2AU","0.0","Power Management System","","83.0","","","0.0","0.0","0.0","0.0","","","42012271291755343",""
"a1UWD000005tIg32AE","false","CLA-BD-0001854","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw32AE","0.0","Corporate Decor Package Installation","","93.0","","","0.0","0.0","0.0","0.0","","","42012805993276533",""
"a1UWD000005tIg42AE","false","CLA-BD-0001855","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwE2AU","0.0","Bollard w/ Covers","","37.0","","","0.0","0.0","","0.0","","","42013434522099267",""
"a1UWD000005tHTa2AM","false","CLA-BD-0001856","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw32AE","0.0","Misc.","","47.0","","","0.0","0.0","0.0","0.0","","","42014202664223534",""
"a1UWD000005tGHP2A2","false","CLA-BD-0004396","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","a1WWD000002iH2a2AE","","","","","","","0.0","","","0.0","","","42014999791060901","Interest reserve"
"a1UWD000005tHTb2AM","false","CLA-BD-0001857","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw12AE","0.0","Insurance","","24.0","","","0.0","0.0","","0.0","","","42015579615665214",""
"a1UWD000005tGHV2A2","false","CLA-BD-0004402","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","a1WWD000002iH2g2AE","","","","","","","0.0","","","0.0","","","42016833877654325","Hard cost"
"a1UWD000005tHTc2AM","false","CLA-BD-0001858","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw82AE","0.0","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","","0.0","","","42019299027759777",""
"a1UWD000005tHTd2AM","false","CLA-BD-0001859","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw62AE","0.0","Site Stripping (ADA)","","17.0","","","0.0","0.0","","0.0","","","42020557801493655",""
"a1UWD000005tHTe2AM","false","CLA-BD-0001860","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwC2AU","0.0","Electrical site work/labor","","29.0","","","0.0","0.0","0.0","0.0","","","42022652245580224",""
"a1UWD000005tHTf2AM","false","CLA-BD-0001861","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw22AE","0.0","Electrical","","28.0","","","0.0","0.0","","0.0","","","42022983826811000",""
"a1UWD000005tHTg2AM","false","CLA-BD-0001862","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwC2AU","0.0","Plumbing sit work","","32.0","","","0.0","0.0","0.0","0.0","","","42023171616854588",""
"a1UWD000005tHTh2AM","false","CLA-BD-0001863","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwE2AU","0.0","New electric service","","4.0","","","0.0","0.0","","0.0","","","42023818634564518",""
"a1UWD000005tHTi2AM","false","CLA-BD-0001864","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwE2AU","0.0","Storm Drain","","26.0","","","0.0","0.0","","0.0","","","42024790846166051",""
"a1UWD000005tHTj2AM","false","CLA-BD-0001865","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwA2AU","0.0","Roofing","","19.0","","","0.0","0.0","","0.0","","","42025827091636179",""
"a1UWD000005tHTk2AM","false","CLA-BD-0001866","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwC2AU","0.0","H.V.A.C. System","","74.0","","","0.0","0.0","0.0","0.0","","","42026795436380355",""
"a1UWD000005tHTl2AM","false","CLA-BD-0001867","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw52AE","0.0","Change Orders","","36.0","","","0.0","0.0","","0.0","","","42027044582944251",""
"a1UWD000005tHTm2AM","false","CLA-BD-0001868","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw32AE","0.0","Drywall & Metal Studs","","66.0","","","0.0","0.0","0.0","0.0","","","42027690381246883",""
"a1UWD000005tHTn2AM","false","CLA-BD-0001869","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw82AE","0.0","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","42031167881185246",""
"a1UWD000005tHTo2AM","false","CLA-BD-0001870","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGw12AE","0.0","Flooring","","5.0","","","0.0","0.0","","0.0","","","42031244008092582",""
"a1UWD000005tHTp2AM","false","CLA-BD-0001871","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","005al00000RVvFOAA1","2026-07-20T18:19:13.000Z","","","","a1WWD000002iGwC2AU","0.0","Glass & Glazing","","65.0","","","0.0","0.0","0.0","0.0","","","42033310899781592",""
